,ISIN код,Дата присвоения кода,Параметры ценной бумаги (выпуска),Эмитент,ИНН эмитента,Наименование выпуска/транша,Форма выпуска ценной бумаги,Порядок хранения/учета,Pегистрационный номер,Дата регистрации,Номинальная стоимость каждой ценной бумаги,Валюта номинала,Дата погашения,Параметры ценной бумаги (пая),Наименование фонда,Тип фонда,"Вид, категория, тип ценной бумаги",Регистрационный номер,Управляющая компания,Специализированный депозитарий,Реестродержатель
151,RU000A1071T1,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-570,Бездокументарная,С централизованным учетом,4B02-570-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,19 октября 2023 г.,,,,,,,,
152,RU000A1071R5,16 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Т1""",7720484492,Биржевые облигации с обеспечением процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001Р-01,Бездокументарная,С централизованным учетом,4B02-01-00111-L-001P,28 сентября 2023 г.,1 000.00,Рубли,14 октября 2025 г.,,,,,,,,
153,RU000A1071S3,16 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""",7705392230,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001P-05,Бездокументарная,С централизованным учетом,4B02-05-25642-H-001P,12 октября 2023 г.,1 000.00,Юань,14 апреля 2026 г.,,,,,,,,
154,RU000A1071P9,16 октября 2023 г.,Параметры ценной бумаги (выпуска),"акционерное общество ""Государственная транспортная лизинговая компания""",7720261827,Облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 006Р-03,Бездокументарная,С централизованным учетом,4-03-32432-H-004P,15 июня 2023 г.,1 000.00,Рубли,16 октября 2030 г.,,,,,,,,
155,RU000A1071Q7,16 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""МОТОРИКА""",7719402047,Биржевые облигациии процентные неконвертируемые бездокументарные с централизованным учетом прав серии БO-01,Бездокументарная,С централизованным учетом,4B02-01-00119-L,26 сентября 2023 г.,1 000.00,Рубли,14 октября 2026 г.,,,,,,,,
156,RU000A1071N4,16 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-569,Бездокументарная,С централизованным учетом,4B02-569-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,18 октября 2023 г.,,,,,,,,
157,RU000A1071M6,13 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Системная стратегия""",7714496732,Структурные неконвертируемые процентные бездокументарные облигации с централизованным учетом прав с залоговым обеспечением серии 07,Бездокументарная,С централизованным учетом,6-07-00720-R,11 сентября 2023 г.,,Юань,,,,,,,,,
158,RU000A1071C7,13 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Канопус""",9714013107,Облигации структурные неконвертируемые процентные бездокументарные с залоговым обеспечением с централизованным учетом прав серии 04,Бездокументарная,С централизованным учетом,6-04-00740-R,9 октября 2023 г.,1 000.00,Юань,,,,,,,,,
159,RU000A1071B9,13 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Канопус""",9714013107,Облигации структурные неконвертируемые процентные бездокументарные с залоговым обеспечением с централизованным учетом прав серии 03,Бездокументарная,С централизованным учетом,6-03-00740-R,9 октября 2023 г.,1 000.00,Юань,,,,,,,,,
160,RU000A1071A1,13 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Канопус""",9714013107,Облигации структурные неконвертируемые процентные бездокументарные с залоговым обеспечением с централизованным учетом прав серии 02,Бездокументарная,С централизованным учетом,6-02-00740-R,9 октября 2023 г.,1 000.00,Юань,,,,,,,,,
161,RU000A107191,13 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Канопус""",9714013107,Облигации структурные неконвертируемые процентные бездокументарные с залоговым обеспечением с централизованным учетом прав серии 01,Бездокументарная,С централизованным учетом,6-01-00740-R,9 октября 2023 г.,1 000.00,Юань,,,,,,,,,
162,RU000A107183,13 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-568,Бездокументарная,С централизованным учетом,4B02-568-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,17 октября 2023 г.,,,,,,,,
163,RU000A1070N6,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество МОСКОВИЙ ИНВЕСТ""",9701221124,Облигации структурные неконвертируемые с залоговым обеспечением с централизованным учетом прав серии 01,Бездокументарная,С централизованным учетом,6-01-00732-R,5 октября 2023 г.,,Рубли,,,,,,,,,
164,RU000A1070L0,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Публичное акционерное общество ""Якутская топливно-энергетическая компания""",1435032049,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001Р-03,Бездокументарная,С централизованным учетом,4B02-03-20510-F-001P,27 сентября 2023 г.,,Рубли,,,,,,,,,
165,RU000A1070G0,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Микрофинансовая компания ""Быстроденьги"" (Общество с ограниченной ответственностью)",7325081622,Биржевые облигации бездокументарные процентные неконвертируемые с обеспечением в форме поручительства с централизованным учетом прав серии 002P-03,Бездокументарная,С централизованным учетом,4B02-03-00487-R-002P,3 октября 2023 г.,1 000.00,Рубли,24 марта 2027 г.,,,,,,,,
166,RU000A1070F2,10 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии Б-1-344,Бездокументарная,С централизованным учетом,4B02-344-01000-B-001P,4 октября 2023 г.,1 000.00,Рубли,10 апреля 2024 г.,,,,,,,,
167,RU000A1070E5,10 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-565,Бездокументарная,С централизованным учетом,4B02-565-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,12 октября 2023 г.,,,,,,,,
168,RU000A106QB5,10 августа 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-522,Бездокументарная,С централизованным учетом,4B02-522-01000-B-005P,4 июля 2023 г.,1 000.00,Рубли,12 августа 2023 г.,,,,,,,,
169,RU000A106J53,10 июля 2023 г.,,,,,,,,6 июля 2023 г.,,,,Параметры ценной бумаги (пая),"Биржевой паевой инвестиционный фонд рыночных финансовых инструментов ""Первая - Фонд Облигации в юанях""",биржевой,Инвестиционные паи,5472,"АО УК ""Первая""","АО ""Специализированный депозитарий ""ИНФИНИТУМ""",
170,RU000A106J38,10 июля 2023 г.,Параметры ценной бумаги (выпуска),"Публичное акционерное общество ""ТрансФин-М""",7708797192,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии 001P-09,Бездокументарная,С централизованным учетом,4B02-09-50156-A-001P,4 июля 2023 г.,1 000.00,Рубли,5 июля 2028 г.,,,,,,,,
171,RU000A106J61,10 июля 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Практика ЛК""",6659083401,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии 001P-01,Бездокументарная,С централизованным учетом,4B02-01-00089-L-001P,7 июля 2023 г.,1 000.00,Рубли,7 июля 2026 г.,,,,,,,,
172,RU000A106J20,10 июля 2023 г.,Параметры ценной бумаги (выпуска),"Государственная компания ""Российские автомобильные дороги""",7717151380,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии БО-005P-02,Бездокументарная,С централизованным учетом,4B02-02-00011-T-005P,6 июля 2023 г.,1 000.00,Рубли,8 июля 2026 г.,,,,,,,,
173,RU000A106J12,10 июля 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-499,Бездокументарная,С централизованным учетом,4B02-499-01000-B-005P,25 апреля 2023 г.,1 000.00,Рубли,12 июля 2023 г.,,,,,,,,
174,RU000A1067G6,10 мая 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество Финансовые инструменты 1""",9704125732,Облигации структурные процентные неконвертируемые бездокументарные с централизованным учетом прав серии А-01-PRT_BST_RUR-004 с залоговым обеспечением,Бездокументарная,С централизованным учетом,6-03-00669-R-001P,24 апреля 2023 г.,100 000.00,Рубли,15 мая 2029 г.,,,,,,,,
175,RU000A1067H4,10 мая 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""ЛЕГЕНДА""",7840438730,Биржевые зеленые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии 002Р-01,Бездокументарная,С централизованным учетом,4B02-01-00368-R-002P,3 мая 2023 г.,1 000.00,Рубли,6 мая 2027 г.,,,,,,,,
176,RU000A1067E1,10 мая 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-457,Бездокументарная,С централизованным учетом,4B02-457-01000-B-005P,25 апреля 2023 г.,1 000.00,Рубли,12 мая 2023 г.,,,,,,,,
177,RU000A1062W4,10 апреля 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-438,Бездокументарная,С централизованным учетом,4B02-438-01000-B-005P,6 февраля 2023 г.,1 000.00,Рубли,12 апреля 2023 г.,,,,,,,,
178,RU000A105XV1,10 марта 2023 г.,Параметры ценной бумаги (выпуска),Министерство финансов Российской Федерации,7710168360,Облигации федерального займа с индексируемым номиналом,Документарная именная,Обязательное централизованное хранение,52005RMFS,9 марта 2023 г.,1 000.00,Рубли,11 мая 2033 г.,,,,,,,,
179,RU000A105XW9,10 марта 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-417,Бездокументарная,С централизованным учетом,4B02-417-01000-B-005P,6 февраля 2023 г.,1 000.00,Рубли,14 марта 2023 г.,,,,,,,,
180,RU000A105U75,10 февраля 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-36,Бездокументарная,С централизованным учетом,6-36-01326-B-001P,30 января 2023 г.,,Юань,,,,,,,,,
181,RU000A105U67,10 февраля 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-405,Бездокументарная,С централизованным учетом,6-405-01000-B-001P,6 февраля 2023 г.,,Рубли,,,,,,,,,
182,RU000A105U59,10 февраля 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-400,Бездокументарная,С централизованным учетом,4B02-400-01000-B-005P,22 ноября 2022 г.,1 000.00,Рубли,14 февраля 2023 г.,,,,,,,,
183,RU000A105QX1,10 января 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Газпром капитал""",7726588547,Бездокументарные процентные неконвертируемые облигации с централизованным учетом прав серии БЗО26-1-Е,Бездокументарная,С централизованным учетом,4-10-36400-R,9 января 2023 г.,1 000.00,Евро,Без срока погашения,,,,,,,,
184,RU000A105QW3,10 января 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Газпром капитал""",7726588547,Бездокументарные процентные неконвертируемые облигации с централизованным учетом прав серии БЗО26-1-Д,Бездокументарная,С централизованным учетом,4-09-36400-R,9 января 2023 г.,1 000.00,Доллар США,Без срока погашения,,,,,,,,
185,RU000A105QQ5,10 января 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-377,Бездокументарная,С централизованным учетом,4B02-377-01000-B-005P,22 ноября 2022 г.,1 000.00,Рубли,12 января 2023 г.,,,,,,,,
186,RU000A105QP7,10 января 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Структурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-381,Бездокументарная,С централизованным учетом,6-381-01000-B-001P,22 декабря 2022 г.,,Рубли,,,,,,,,,
